,name,site_link
63,"
 빠르게 앞무릎 올리기
                ",/entry.naver?docId=3535370&categoryId=58501&cid=58501
64,"
 사이드 스텝 점프하기
                ",/entry.naver?docId=3535371&categoryId=58501&cid=58501
65,"
 점프 후 버티기
                ",/entry.naver?docId=3535372&categoryId=58501&cid=58501
66,"
 양발 점프 착지하기
                ",/entry.naver?docId=3535373&categoryId=58501&cid=58501
67,"
 다리 뻗어 점프하기
                ",/entry.naver?docId=3535374&categoryId=58501&cid=58501
68,"
 사이드 한발 뛰기
                ",/entry.naver?docId=3535375&categoryId=58501&cid=58501
69,"
 앞차기하며 뛰기
                ",/entry.naver?docId=3535376&categoryId=58501&cid=58501
70,"
 양팔 벌려 높이 뛰기
                ",/entry.naver?docId=3535377&categoryId=58501&cid=58501
71,"
 앉았다 일어나며 점프하기
                ",/entry.naver?docId=3535378&categoryId=58501&cid=58501
72,"
 앞굽이 뛰기
                ",/entry.naver?docId=3535379&categoryId=58501&cid=58501
73,"
 제자리 멀리 뛰기
                ",/entry.naver?docId=3535380&categoryId=58501&cid=58501
74,"
 뛰어 밀기
                ",/entry.naver?docId=3535381&categoryId=58501&cid=58501
75,"
 팔 벌려 뛰기
                ",/entry.naver?docId=3535382&categoryId=58501&cid=58501
76,"
 빠르게 무릎들어 뛰기
                ",/entry.naver?docId=3535383&categoryId=58501&cid=58501
77,"
 점프하며 뛰기
                ",/entry.naver?docId=3535384&categoryId=58501&cid=58501
78,"
 무릎 높이 들어 뛰기
                ",/entry.naver?docId=3535385&categoryId=58501&cid=58501
79,"
 뒤꿈치 높이들어 뛰기
                ",/entry.naver?docId=3535386&categoryId=58501&cid=58501
80,"
 순간반응 콘 찍기1
                ",/entry.naver?docId=3535388&categoryId=58501&cid=58501
81,"
 순간반응 콘 찍기2
                ",/entry.naver?docId=3535387&categoryId=58501&cid=58501
82,"
 사이드 지그재그 뛰기
                ",/entry.naver?docId=3535389&categoryId=58501&cid=58501
83,"
 전후 교차 뛰기
                ",/entry.naver?docId=3535390&categoryId=58501&cid=58501
84,"
 한발 연속 뛰기
                ",/entry.naver?docId=3535391&categoryId=58501&cid=58501
85,"
 무릎 들어 연속 뛰기
                ",/entry.naver?docId=3535392&categoryId=58501&cid=58501
86,"
 앞뒤 지그재그 뛰기
                ",/entry.naver?docId=3535393&categoryId=58501&cid=58501
87,"
 W 스텝
                ",/entry.naver?docId=3535394&categoryId=58501&cid=58501
88,"
 사이드 스텝
                ",/entry.naver?docId=3535395&categoryId=58501&cid=58501
89,"
 양발 연속 뛰기
                ",/entry.naver?docId=3535396&categoryId=58501&cid=58501
90,"
 뒷발 교차 뛰기
                ",/entry.naver?docId=3535397&categoryId=58501&cid=58501
91,"
 크게 다리벌려 교차 뛰기
                ",/entry.naver?docId=3535398&categoryId=58501&cid=58501
92,"
 양발 교차 뛰기
                ",/entry.naver?docId=3535399&categoryId=58501&cid=58501
93,"
 한발 앞뒤 교차 뛰기
                ",/entry.naver?docId=3535400&categoryId=58501&cid=58501
94,"
 빠른 발 안팎 뛰기
                ",/entry.naver?docId=3535401&categoryId=58501&cid=58501
95,"
 양발 모았다 벌려뛰기
                ",/entry.naver?docId=3535402&categoryId=58501&cid=58501
96,"
 한발 연속 뛰기
                ",/entry.naver?docId=3535403&categoryId=58501&cid=58501
97,"
 양발 모아 좌우 뛰기
                ",/entry.naver?docId=3535404&categoryId=58501&cid=58501
98,"
 엇박자 뛰기
                ",/entry.naver?docId=3535405&categoryId=58501&cid=58501
99,"
 빠른 발 뛰기
                ",/entry.naver?docId=3535406&categoryId=58501&cid=58501
100,"
 짝 스트레칭 루틴프로그램
                ",/entry.naver?docId=3535408&categoryId=58501&cid=58501
101,"
 정적 스트레칭 루틴프로그램
                ",/entry.naver?docId=3535409&categoryId=58501&cid=58501
102,"
 요가 및 필라테스 루틴프로그램
                ",/entry.naver?docId=3535410&categoryId=58501&cid=58501
103,"
 동적 스트레칭 루틴프로그램
                ",/entry.naver?docId=3535411&categoryId=58501&cid=58501
104,"
 온 몸 뻗어주기
                ",/entry.naver?docId=3535412&categoryId=58501&cid=58501
105,"
 양발 벌려 무릎 밀어내기
                ",/entry.naver?docId=3535413&categoryId=58501&cid=58501
106,"
 서서 발목 뒤로 당기기
                ",/entry.naver?docId=3535414&categoryId=58501&cid=58501
107,"
 서서 발목 누르기
                ",/entry.naver?docId=3535415&categoryId=58501&cid=58501
108,"
 양발 교차하여 서서 몸통 숙이기
                ",/entry.naver?docId=3535416&categoryId=58501&cid=58501
109,"
 누워 발목 당겨주기
                ",/entry.naver?docId=3535417&categoryId=58501&cid=58501
110,"
 다리모아 무릎 누르기
                ",/entry.naver?docId=3535418&categoryId=58501&cid=58501
111,"
 무릎당겨 다리 올리기
                ",/entry.naver?docId=3535419&categoryId=58501&cid=58501
112,"
 다리뻗어 상체 숙이기
                ",/entry.naver?docId=3535420&categoryId=58501&cid=58501
113,"
 무릎 당겨올리기
                ",/entry.naver?docId=3535421&categoryId=58501&cid=58501
114,"
 의자에 앉아 옆구리 숙이기
                ",/entry.naver?docId=3535422&categoryId=58501&cid=58501
115,"
 엎드려 상체 들어올리기
                ",/entry.naver?docId=3535423&categoryId=58501&cid=58501
116,"
 척추 들어올리기
                ",/entry.naver?docId=3535424&categoryId=58501&cid=58501
117,"
 옆구리 스트레칭
                ",/entry.naver?docId=3535425&categoryId=58501&cid=58501
118,"
 서서 한팔 들어 오른쪽 왼쪽 뻗기
                ",/entry.naver?docId=3535426&categoryId=58501&cid=58501
119,"
 의자에 앉아 가슴 몸통 말아주기
                ",/entry.naver?docId=3535427&categoryId=58501&cid=58501
120,"
 다리굽혀 허리 비틀기
                ",/entry.naver?docId=3535428&categoryId=58501&cid=58501
121,"
 몸통 스트레칭
                ",/entry.naver?docId=3535429&categoryId=58501&cid=58501
122,"
 의자에 앉아 몸통비틀기
                ",/entry.naver?docId=3535430&categoryId=58501&cid=58501
123,"
 의자에 앉아 가슴 뒤로 젖히기
                ",/entry.naver?docId=3535431&categoryId=58501&cid=58501
124,"
 팔꿈치 머리 뒤로 젖히기
                ",/entry.naver?docId=3535432&categoryId=58501&cid=58501
125,"
 깍지끼고 목 들어올리기
                ",/entry.naver?docId=3535433&categoryId=58501&cid=58501
126,"
 목 당기기
                ",/entry.naver?docId=3535434&categoryId=58501&cid=58501
127,"
 한발들어 좌우 돌리기
                ",/entry.naver?docId=3535435&categoryId=58501&cid=58501
128,"
 다리벌려 풍차돌기
                ",/entry.naver?docId=3535436&categoryId=58501&cid=58501
129,"
 자세낮춰 이동하기
                ",/entry.naver?docId=3535437&categoryId=58501&cid=58501
130,"
 다리 들어올리기
                ",/entry.naver?docId=3535438&categoryId=58501&cid=58501
131,"
 전신 비틀며 전진하기
                ",/entry.naver?docId=3535439&categoryId=58501&cid=58501
132,"
 네발 걷기
                ",/entry.naver?docId=3535440&categoryId=58501&cid=58501
133,"
 팔 돌리며 점프하기
                ",/entry.naver?docId=3535441&categoryId=58501&cid=58501
134,"
 옆으로 팔 벌리며 점프하기
                ",/entry.naver?docId=3535442&categoryId=58501&cid=58501
135,"
 허리숙여 양팔 돌리기
                ",/entry.naver?docId=3535443&categoryId=58501&cid=58501
136,"
 전진 점프하며 발 뒤꿈치 찍기
                ",/entry.naver?docId=3535444&categoryId=58501&cid=58501
137,"
 전진 점프하며 발바닥 찍기
                ",/entry.naver?docId=3535445&categoryId=58501&cid=58501
138,"
 빠르게 무릎 올려 찍기
                ",/entry.naver?docId=3535446&categoryId=58501&cid=58501
139,"
 무릎굽혀 원 그리기
                ",/entry.naver?docId=3535447&categoryId=58501&cid=58501
140,"
 다리들어 옆으로 올리기
                ",/entry.naver?docId=3535448&categoryId=58501&cid=58501
141,"
 무릎 들어올리기
                ",/entry.naver?docId=3535449&categoryId=58501&cid=58501
142,"
 팔꿈치 원 그리기
                ",/entry.naver?docId=3535450&categoryId=58501&cid=58501
143,"
 목 돌리기
                ",/entry.naver?docId=3535451&categoryId=58501&cid=58501
144,"
 발등 동시에 늘리기
                ",/entry.naver?docId=3535452&categoryId=58501&cid=58501
145,"
 마주보고 종아리 펴기
                ",/entry.naver?docId=3535453&categoryId=58501&cid=58501
146,"
 엉덩이 늘리기
                ",/entry.naver?docId=3535454&categoryId=58501&cid=58501
147,"
 앉아서 상체 앞 옆으로 기울기
                ",/entry.naver?docId=3535455&categoryId=58501&cid=58501
148,"
 한쪽 다리펴고 상체 숙이기
                ",/entry.naver?docId=3535456&categoryId=58501&cid=58501
149,"
 상체 앞으로 숙이기
                ",/entry.naver?docId=3535457&categoryId=58501&cid=58501
150,"
 웅크리고 앉아 손잡고 상체 숙이기
                ",/entry.naver?docId=3535458&categoryId=58501&cid=58501
151,"
 마주보고 상체 좌우 비틀기
                ",/entry.naver?docId=3535459&categoryId=58501&cid=58501
152,"
 가슴 어깨 펴기
                ",/entry.naver?docId=3535460&categoryId=58501&cid=58501
153,"
 나란히 서서 손잡고 끌어당기기
                ",/entry.naver?docId=3535461&categoryId=58501&cid=58501
154,"
 어깨 누르기
                ",/entry.naver?docId=3535462&categoryId=58501&cid=58501
155,"
 팔 당기기
                ",/entry.naver?docId=3535463&categoryId=58501&cid=58501
156,"
 겨드랑이 늘리기
                ",/entry.naver?docId=3535464&categoryId=58501&cid=58501
157,"
 목 스트레칭
                ",/entry.naver?docId=3535465&categoryId=58501&cid=58501
158,"
 몸통 비틀기
                ",/entry.naver?docId=3535466&categoryId=58501&cid=58501
159,"
 나무자세
                ",/entry.naver?docId=3535467&categoryId=58501&cid=58501
160,"
 시소우
                ",/entry.naver?docId=3535468&categoryId=58501&cid=58501
161,"
 레그 스윙
                ",/entry.naver?docId=3535469&categoryId=58501&cid=58501
162,"
 측면 팔대고 버티기
                ",/entry.naver?docId=3535470&categoryId=58501&cid=58501
163,"
 스타 투 니 풀
                ",/entry.naver?docId=3535471&categoryId=58501&cid=58501
164,"
 합장하여 앞으로 숙이기
                ",/entry.naver?docId=3535472&categoryId=58501&cid=58501
165,"
 전갈자세
                ",/entry.naver?docId=3535473&categoryId=58501&cid=58501
166,"
 회전 초승달 자세
                ",/entry.naver?docId=3535474&categoryId=58501&cid=58501
167,"
 전사자세
                ",/entry.naver?docId=3535475&categoryId=58501&cid=58501
168,"
 소머리 자세
                ",/entry.naver?docId=3535476&categoryId=58501&cid=58501
169,"
 다리자세
                ",/entry.naver?docId=3535477&categoryId=58501&cid=58501
170,"
 모관운동
                ",/entry.naver?docId=3535478&categoryId=58501&cid=58501
171,"
 앉은 산 자세
                ",/entry.naver?docId=3535479&categoryId=58501&cid=58501
172,"
 결가부좌
                ",/entry.naver?docId=3535480&categoryId=58501&cid=58501
173,"
 휴식자세
                ",/entry.naver?docId=3535481&categoryId=58501&cid=58501
174,"
 아기자세
                ",/entry.naver?docId=3535482&categoryId=58501&cid=58501
175,"
 왜가리 자세
                ",/entry.naver?docId=3535483&categoryId=58501&cid=58501
176,"
 나비자세
                ",/entry.naver?docId=3535484&categoryId=58501&cid=58501
177,"
 발 끝 당기기
                ",/entry.naver?docId=3535485&categoryId=58501&cid=58501
178,"
 발목 돌리기
                ",/entry.naver?docId=3535486&categoryId=58501&cid=58501
179,"
 엎드려 한발 원 그리기
                ",/entry.naver?docId=3535487&categoryId=58501&cid=58501
180,"
 누워 한발 원 그리기
                ",/entry.naver?docId=3535488&categoryId=58501&cid=58501
181,"
 물고기 자세
                ",/entry.naver?docId=3535489&categoryId=58501&cid=58501
182,"
 반달자세
                ",/entry.naver?docId=3535490&categoryId=58501&cid=58501
183,"
 복식호흡
                ",/entry.naver?docId=3535491&categoryId=58501&cid=58501
184,"
 고양이 자세
                ",/entry.naver?docId=3535492&categoryId=58501&cid=58501
185,"
 짐볼 운동 루틴프로그램
                ",/entry.naver?docId=3535494&categoryId=58501&cid=58501
186,"
 메디신볼 운동 루틴프로그램
                ",/entry.naver?docId=3535495&categoryId=58501&cid=58501
187,"
 백 슬라이드
                ",/entry.naver?docId=3535496&categoryId=58501&cid=58501
188,"
 양손 모아 균형 잡기
                ",/entry.naver?docId=3535497&categoryId=58501&cid=58501
189,"
 다리 교대로 들어올리기
                ",/entry.naver?docId=3535498&categoryId=58501&cid=58501
190,"
 짐볼 윗몸일으키기
                ",/entry.naver?docId=3535499&categoryId=58501&cid=58501
191,"
 짐볼 배에 대고 버티기
                ",/entry.naver?docId=3535500&categoryId=58501&cid=58501
192,"
 짐볼 전완대고 버티기
                ",/entry.naver?docId=3535501&categoryId=58501&cid=58501
193,"
 누워 무릎 교차 올리기
                ",/entry.naver?docId=3535502&categoryId=58501&cid=58501
194,"
 양발 교차 올리기
                ",/entry.naver?docId=3535503&categoryId=58501&cid=58501
195,"
 허리 비틀어 볼 주고받기
                ",/entry.naver?docId=3535504&categoryId=58501&cid=58501
196,"
 볼 잡고 점프하기
                ",/entry.naver?docId=3535505&categoryId=58501&cid=58501
197,"
 메디신 볼 잡고 런지하며 상체비틀기
                ",/entry.naver?docId=3535506&categoryId=58501&cid=58501
198,"
 종아리 사이 감아 돌리기
                ",/entry.naver?docId=3535507&categoryId=58501&cid=58501
199,"
 볼 튕기면서 스쿼트
                ",/entry.naver?docId=3535508&categoryId=58501&cid=58501
200,"
 메디신 볼 잡고 팔굽혀펴기
                ",/entry.naver?docId=3535509&categoryId=58501&cid=58501
201,"
 허리 감아 볼 돌리기
                ",/entry.naver?docId=3535510&categoryId=58501&cid=58501
202,"
 볼 잡고 몸통 기울이기
                ",/entry.naver?docId=3535511&categoryId=58501&cid=58501
203,"
 머리 위로 볼 돌리기
                ",/entry.naver?docId=3535512&categoryId=58501&cid=58501
204,"
 목 굽힘/폄 I
                ",/entry.naver?docId=3535517&categoryId=58501&cid=58501
205,"
 목 굽힘/폄 II
                ",/entry.naver?docId=3535516&categoryId=58501&cid=58501
206,"
 목 굽힘/폄 III
                ",/entry.naver?docId=3535515&categoryId=58501&cid=58501
207,"
 팔꿈치 굽히기
                ",/entry.naver?docId=3535518&categoryId=58501&cid=58501
208,"
 물병 옆으로 들어올리기
                ",/entry.naver?docId=3535519&categoryId=58501&cid=58501
209,"
 허리 굽혀 팔 뒤로 들기
                ",/entry.naver?docId=3535520&categoryId=58501&cid=58501
210,"
 뒤로 팔굽혀펴기
                ",/entry.naver?docId=3535521&categoryId=58501&cid=58501
211,"
 팔굽혀펴기
                ",/entry.naver?docId=3535522&categoryId=58501&cid=58501
212,"
 네발기기 자세에서 다리 위로 뻗어올리기
                ",/entry.naver?docId=3535523&categoryId=58501&cid=58501
213,"
 짐볼에 다리 올리고 좌우로 움직이기
                ",/entry.naver?docId=3535524&categoryId=58501&cid=58501
214,"
 서서 탄력밴드 당겨내리기/올리기
                ",/entry.naver?docId=3535525&categoryId=58501&cid=58501
215,"
 탄력밴드 어깨 가쪽 돌림
                ",/entry.naver?docId=3535526&categoryId=58501&cid=58501
216,"
 짐볼에 엎드려서 몸통 젖히기
                ",/entry.naver?docId=3535527&categoryId=58501&cid=58501
217,"
 짐볼에 엎드려서 팔 다리 들기
                ",/entry.naver?docId=3535528&categoryId=58501&cid=58501
218,"
 네발기기 자세에서 손바닥으로 바닥밀기
                ",/entry.naver?docId=3535529&categoryId=58501&cid=58501
219,"
 엎드려서 팔 다리 들기
                ",/entry.naver?docId=3535530&categoryId=58501&cid=58501
220,"
 네발기기 자세로 팔 다리 들기
                ",/entry.naver?docId=3535531&categoryId=58501&cid=58501
221,"
 짐볼에 다리 올리고 엉덩이 들어올리기
                ",/entry.naver?docId=3535532&categoryId=58501&cid=58501
222,"
 누워서 엉덩이 들어올리기
                ",/entry.naver?docId=3535533&categoryId=58501&cid=58501
223,"
 누워서 하늘 자전거
                ",/entry.naver?docId=3535534&categoryId=58501&cid=58501
224,"
 누워서 수직으로 다리 들어올리기
                ",/entry.naver?docId=3535535&categoryId=58501&cid=58501
225,"
 누워서 공들고 몸 기울이기
                ",/entry.naver?docId=3535536&categoryId=58501&cid=58501
226,"
 누워서 다리 좌우로 움직이기
                ",/entry.naver?docId=3535537&categoryId=58501&cid=58501
227,"
 누워서 팔 다리 동시에 들어올리기
                ",/entry.naver?docId=3535538&categoryId=58501&cid=58501
228,"
 누워서 다리 들어올리기
                ",/entry.naver?docId=3535539&categoryId=58501&cid=58501
229,"
 옆으로 누워 버티기
                ",/entry.naver?docId=3535540&categoryId=58501&cid=58501
230,"
 엎드려 버티기
                ",/entry.naver?docId=3535541&categoryId=58501&cid=58501
231,"
 소파를 이용한 윗몸올리기
                ",/entry.naver?docId=3535542&categoryId=58501&cid=58501
232,"
 짐볼 윗몸올리기
                ",/entry.naver?docId=3535543&categoryId=58501&cid=58501
233,"
 윗몸올리기
                ",/entry.naver?docId=3535544&categoryId=58501&cid=58501
234,"
 누워서 배가로근 수축 I
                ",/entry.naver?docId=3535546&categoryId=58501&cid=58501
235,"
 누워서 배가로근 수축 II
                ",/entry.naver?docId=3535545&categoryId=58501&cid=58501
236,"
 발등굽힘/발바닥굽힘
                ",/entry.naver?docId=3535547&categoryId=58501&cid=58501
237,"
 한발 서서 균형잡기
                ",/entry.naver?docId=3535548&categoryId=58501&cid=58501
238,"
 서서 뒤꿈치 들기
                ",/entry.naver?docId=3535549&categoryId=58501&cid=58501
239,"
 서서 다리로 탄력밴드 당기기 I
                ",/entry.naver?docId=3535551&categoryId=58501&cid=58501
240,"
 서서 다리로 탄력밴드 당기기 II
                ",/entry.naver?docId=3535550&categoryId=58501&cid=58501
241,"
 서서 다리 뒤로 차기
                ",/entry.naver?docId=3535552&categoryId=58501&cid=58501
242,"
 앉아서 엉덩관절 굽히기
                ",/entry.naver?docId=3535553&categoryId=58501&cid=58501
243,"
 의자에 앉아 다리 뻗어 올리기
                ",/entry.naver?docId=3535554&categoryId=58501&cid=58501
244,"
 의자에 한 다리 올리고 앉았다 일어서기
                ",/entry.naver?docId=3535555&categoryId=58501&cid=58501
245,"
 한발 앞으로 내밀고 앉았다 일어서기
                ",/entry.naver?docId=3535556&categoryId=58501&cid=58501
246,"
 의자 앞에서 앉았다 일어서기
                ",/entry.naver?docId=3535557&categoryId=58501&cid=58501
247,"
 앉았다 일어서기
                ",/entry.naver?docId=3535558&categoryId=58501&cid=58501
248,"
 서서 상체 일으키기
                ",/entry.naver?docId=3535559&categoryId=58501&cid=58501
249,"
 짝 운동
                ",/entry.naver?docId=3535560&categoryId=58501&cid=58501
250,"
 서서 균형잡으며 몸통 회전하기
                ",/entry.naver?docId=3535561&categoryId=58501&cid=58501
251,"
 엎드려서 다리 차올리기
                ",/entry.naver?docId=3535562&categoryId=58501&cid=58501
252,"
 윗몸 말아 올리기
                ",/entry.naver?docId=3535563&categoryId=58501&cid=58501
253,"
 엎드려서 균형잡기
                ",/entry.naver?docId=3535564&categoryId=58501&cid=58501
254,"
 서서 균형잡기
                ",/entry.naver?docId=3535565&categoryId=58501&cid=58501
255,"
 앉아서 팔꿈치 굽히기/펴기
                ",/entry.naver?docId=3535566&categoryId=58501&cid=58501
256,"
 손목 펴기/굽히기
                ",/entry.naver?docId=3535567&categoryId=58501&cid=58501
257,"
 덤벨 옆으로 들어올리기
                ",/entry.naver?docId=3535568&categoryId=58501&cid=58501
258,"
 허리 굽혀 덤벨 뒤로 들기
                ",/entry.naver?docId=3535569&categoryId=58501&cid=58501
259,"
 누워서 머리 위로 팔꿈치 펴기
                ",/entry.naver?docId=3535570&categoryId=58501&cid=58501
260,"
 고정한 상태에서 덤벨 들고 팔꿈치 굽히기
                ",/entry.naver?docId=3535571&categoryId=58501&cid=58501
261,"
 바벨 들어 팔꿈치 굽히기
                ",/entry.naver?docId=3535572&categoryId=58501&cid=58501
262,"
 서서 바벨 위로 밀기
                ",/entry.naver?docId=3535573&categoryId=58501&cid=58501
263,"
 누워서 덤벨 모아들기
                ",/entry.naver?docId=3535574&categoryId=58501&cid=58501
264,"
 누워서 덤벨 들어올리기
                ",/entry.naver?docId=3535575&categoryId=58501&cid=58501
265,"
 매달려서 뒤로 팔굽혀 펴기
                ",/entry.naver?docId=3535576&categoryId=58501&cid=58501
266,"
 몸통 옆으로 굽히기
                ",/entry.naver?docId=3535577&categoryId=58501&cid=58501
267,"
 매달려서 다리 들기
                ",/entry.naver?docId=3535578&categoryId=58501&cid=58501
268,"
 허리 굽혀 덤벨 들기
                ",/entry.naver?docId=3535579&categoryId=58501&cid=58501
269,"
 바벨 끌어당기기
                ",/entry.naver?docId=3535580&categoryId=58501&cid=58501
270,"
 턱걸이
                ",/entry.naver?docId=3535581&categoryId=58501&cid=58501
271,"
 서서 어깨 들어올리기
                ",/entry.naver?docId=3535582&categoryId=58501&cid=58501
272,"
 한발 앞으로 내밀고 앉았다 일어서기
                ",/entry.naver?docId=3535583&categoryId=58501&cid=58501
273,"
 앉았다 일어서기
                ",/entry.naver?docId=3535584&categoryId=58501&cid=58501
274,"
 파워클린
                ",/entry.naver?docId=3535585&categoryId=58501&cid=58501
275,"
 원판던지기
                ",/entry.naver?docId=3535586&categoryId=58501&cid=58501
276,"
 바벨들어올리기
                ",/entry.naver?docId=3535587&categoryId=58501&cid=58501
277,"
 앉아서 위로 밀기
                ",/entry.naver?docId=3535588&categoryId=58501&cid=58501
278,"
 앉아서 모으기
                ",/entry.naver?docId=3535589&categoryId=58501&cid=58501
279,"
 거꾸로 누워서 밀기
                ",/entry.naver?docId=3535590&categoryId=58501&cid=58501
280,"
 비스듬히 누워서 밀기
                ",/entry.naver?docId=3535591&categoryId=58501&cid=58501
281,"
 누워서 밀기
                ",/entry.naver?docId=3535592&categoryId=58501&cid=58501
282,"
 앉아서 밀기
                ",/entry.naver?docId=3535593&categoryId=58501&cid=58501
